Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Alzheimer's Disease,C0002395,NUBP1,4682,P53384,nucleotide binding protein 1,,25,0.743,0.231,0.000000000000087342,0.04,,1,4,0,2010,2018
Alzheimer's Disease,C0002395,NFATC2,4773,Q13469,nuclear factor of activated T cells 2,Transcription factor,154,0.525,0.731,0.99995,0.04,,1,4,0,2008,2017
Alzheimer's Disease,C0002395,NOTCH3,4854,Q9UM47,notch receptor 3,,418,0.435,0.808,0.40757,0.04,,1,4,1,2000,2018
Alzheimer's Disease,C0002395,NPTX2,4885,P47972,neuronal pentraxin 2,,67,0.617,0.615,0.030511,0.04,,0.75,4,0,2017,2019
Alzheimer's Disease,C0002395,NR4A2,4929,P43354,nuclear receptor subfamily 4 group A member 2,Nuclear receptor,166,0.529,0.846,0.99959,0.04,,1,4,0,2006,2019
Alzheimer's Disease,C0002395,MIR424,494336,,microRNA 424,,131,0.535,0.769,,0.04,,1,4,0,2011,2018
Alzheimer's Disease,C0002395,P2RY2,5029,P41231,purinergic receptor P2Y2,G-protein coupled receptor,136,0.543,0.808,0.084245,0.04,,1,4,0,2008,2018
Alzheimer's Disease,C0002395,PRDX1,5052,Q06830,peroxiredoxin 1,Enzyme,237,0.485,0.846,0.00000000076959,0.04,,1,4,0,2001,2018
Alzheimer's Disease,C0002395,HSPA14,51182,Q0VDF9,heat shock protein family A (Hsp70) member 14,,178,0.502,0.769,0.67359,0.04,,1,4,0,2002,2018
Alzheimer's Disease,C0002395,PDE4D,5144,Q08499,phosphodiesterase 4D,,210,0.519,0.846,0.9998,0.04,,1,4,0,2017,2019
Alzheimer's Disease,C0002395,PDE9A,5152,O76083,phosphodiesterase 9A,,19,0.736,0.192,0.0045595,0.04,,1,4,0,2017,2019
Alzheimer's Disease,C0002395,PDGFRB,5159,P09619,platelet derived growth factor receptor beta,Kinase,492,0.416,0.846,0.9041,0.04,,1,4,0,2015,2019
Alzheimer's Disease,C0002395,PDK1,5163,Q15118,pyruvate dehydrogenase kinase 1,Kinase,164,0.51,0.808,0.000010963,0.04,,1,4,0,2012,2017
Alzheimer's Disease,C0002395,PLD1,5337,Q13393,phospholipase D1,,104,0.576,0.731,0.0000000000000000000047758,0.04,,1,4,0,2007,2019
Alzheimer's Disease,C0002395,TLR9,54106,Q9NR96,toll like receptor 9,,457,0.411,0.885,0.0000098117,0.04,,1,4,0,2005,2015
Alzheimer's Disease,C0002395,POLB,5423,P06746,DNA polymerase beta,Enzyme,63,0.606,0.654,0.000034002,0.04,,1,4,0,2006,2020
Alzheimer's Disease,C0002395,POMC,5443,P01189,proopiomelanocortin,,873,0.356,0.846,0.00011658,0.04,,1,4,0,2004,2017
Alzheimer's Disease,C0002395,PPY,5539,P01298,pancreatic polypeptide,Signaling,40,0.663,0.308,0.01181,0.04,,1,4,0,2012,2018
Alzheimer's Disease,C0002395,FAM20C,56975,Q8IXL6,FAM20C golgi associated secretory pathway kinase,,116,0.578,0.731,0.31465,0.04,,1,4,0,2017,2019
Alzheimer's Disease,C0002395,ACKR3,57007,P25106,atypical chemokine receptor 3,G-protein coupled receptor,400,0.428,0.885,0.39134,0.04,,1,4,0,2011,2017
Alzheimer's Disease,C0002395,MCOLN1,57192,Q9GZU1,mucolipin 1,Ion channel,102,0.601,0.654,0.00058027,0.04,,1,4,0,2015,2019
Alzheimer's Disease,C0002395,SEMA6A,57556,Q9H2E6,semaphorin 6A,Signaling,211,0.486,0.808,0.99976,0.04,,1,4,0,2015,2019
Alzheimer's Disease,C0002395,STIM2,57620,Q9P246,stromal interaction molecule 2,,47,0.65,0.654,0.9906,0.04,,1,4,0,2015,2018
Alzheimer's Disease,C0002395,CIP2A,57650,Q8TCG1,cellular inhibitor of PP2A,,141,0.524,0.808,0.00000000000013591,0.04,,1,4,0,2018,2019
Alzheimer's Disease,C0002395,PTPN4,5775,P29074,protein tyrosine phosphatase non-receptor type 4,,54,0.633,0.538,0.99663,0.04,,1,4,0,2018,2020
Alzheimer's Disease,C0002395,BCL2A1,597,Q16548,BCL2 related protein A1,Signaling,150,0.529,0.731,0.20785,0.04,,1,4,0,2014,2019
Alzheimer's Disease,C0002395,RENBP,5973,P51606,renin binding protein,Enzyme,156,0.528,0.769,0.44916,0.04,,1,4,0,1996,2019
Alzheimer's Disease,C0002395,ATXN1,6310,P54253,ataxin 1,,218,0.534,0.769,0.97498,0.04,,1,4,0,2010,2020
Alzheimer's Disease,C0002395,CCL5,6352,P13501,C-C motif chemokine ligand 5,Signaling,514,0.403,0.885,0.0017516,0.04,,1,4,0,2004,2015
Alzheimer's Disease,C0002395,SRR,63826,Q9GZT4,serine racemase,Enzyme,58,0.617,0.692,0.0057964,0.04,,1,4,1,2015,2019
Alzheimer's Disease,C0002395,CXCL12,6387,P48061,C-X-C motif chemokine ligand 12,,626,0.379,0.846,0.11851,0.04,,1,4,0,2007,2018
Alzheimer's Disease,C0002395,LRRC4,64101,Q9HBW1,leucine rich repeat containing 4,,57,0.617,0.577,0.99787,0.04,,1,4,0,2009,2017
Alzheimer's Disease,C0002395,ABCG4,64137,Q9H172,ATP binding cassette subfamily G member 4,Transporter,19,0.751,0.346,0.00000038043,0.04,,1,4,0,2008,2019
Alzheimer's Disease,C0002395,SELENOP,6414,P49908,selenoprotein P,Extracellular structure,138,0.545,0.769,0.00000082884,0.04,,1,4,0,2010,2020
Alzheimer's Disease,C0002395,SH3GL2,6456,Q99962,"SH3 domain containing GRB2 like 2, endophilin A1",,37,0.659,0.5,0.00011862,0.04,,1,4,0,2008,2019
Alzheimer's Disease,C0002395,SI,6476,P14410,sucrase-isomaltase,Enzyme,117,0.569,0.692,0.0000000000000000000000000000000000000000000000000000000000039353,0.04,,1,4,0,2018,2019
Alzheimer's Disease,C0002395,WNK1,65125,Q9H4A3,WNK lysine deficient protein kinase 1,Kinase,460,0.416,0.846,1,0.04,,1,4,0,2005,2017
Alzheimer's Disease,C0002395,BMP4,652,P12644,bone morphogenetic protein 4,Signaling,423,0.422,0.808,0.9564,0.04,,1,4,0,2008,2014
Alzheimer's Disease,C0002395,SLC18A2,6571,Q05940,solute carrier family 18 member A2,Transporter,150,0.554,0.769,0.075523,0.04,,0.75,4,0,2002,2020
Alzheimer's Disease,C0002395,SLC18A3,6572,Q16572,solute carrier family 18 member A3,Transporter,117,0.608,0.654,0.45355,0.04,,1,4,1,2011,2018
Alzheimer's Disease,C0002395,SRPK2,6733,P78362,SRSF protein kinase 2,Kinase,51,0.653,0.423,0.99697,0.04,,1,4,0,2012,2018
Alzheimer's Disease,C0002395,SSTR4,6754,P31391,somatostatin receptor 4,G-protein coupled receptor,273,0.469,0.846,0.00000000000036978,0.04,,1,4,0,2011,2017
Alzheimer's Disease,C0002395,BSG,682,P35613,basigin (Ok blood group),,287,0.458,0.769,0.000025873,0.04,,1,4,0,2007,2019
Alzheimer's Disease,C0002395,TBP,6908,P20226,TATA-box binding protein,Transcription factor,158,0.552,0.846,0.015031,0.04,,1,4,0,2004,2010
Alzheimer's Disease,C0002395,C2,717,P06681,complement C2,,71,0.617,0.692,0.00000000000000013494,0.04,,1,4,1,1994,1999
Alzheimer's Disease,C0002395,TRPC6,7225,Q9Y210,transient receptor potential cation channel subfamily C member 6,Ion channel,166,0.514,0.692,0.00000030274,0.04,,0.75,4,0,2005,2019
Alzheimer's Disease,C0002395,UGCG,7357,Q16739,UDP-glucose ceramide glucosyltransferase,Enzyme,111,0.56,0.808,0.94147,0.04,,1,4,0,2008,2018
Alzheimer's Disease,C0002395,NR1H2,7376,P55055,nuclear receptor subfamily 1 group H member 2,Nuclear receptor,134,0.533,0.769,0.37506,0.04,,0.5,4,0,2006,2010
Alzheimer's Disease,C0002395,VGF,7425,O15240,VGF nerve growth factor inducible,,63,0.626,0.538,0.56825,0.04,,1,4,0,2018,2020
Alzheimer's Disease,C0002395,XPNPEP1,7511,Q9NQW7,X-prolyl aminopeptidase 1,,20,0.729,0.346,0.33296,0.04,,1,4,0,1999,2006
Alzheimer's Disease,C0002395,SLC30A3,7781,Q99726,solute carrier family 30 member 3,Transporter,40,0.691,0.423,0.5421,0.04,,0.75,4,0,2004,2016
Alzheimer's Disease,C0002395,CXCR4,7852,P61073,C-X-C motif chemokine receptor 4,G-protein coupled receptor,739,0.362,0.923,0.017804,0.04,,1,4,0,2007,2018
Alzheimer's Disease,C0002395,FTO,79068,Q9C0B1,FTO alpha-ketoglutarate dependent dioxygenase,,286,0.486,0.885,0.00000008364,0.04,,1,4,4,2011,2018
Alzheimer's Disease,C0002395,MMEL1,79258,Q495T6,membrane metalloendopeptidase like 1,Enzyme,74,0.606,0.692,0.00000000000000000000012441,0.04,,1,4,0,2009,2014
Alzheimer's Disease,C0002395,TREML2,79865,Q5T2D2,triggering receptor expressed on myeloid cells like 2,,10,0.861,0.192,0.0000000011362,0.04,,1,4,1,2014,2017
Alzheimer's Disease,C0002395,NANOG,79923,Q9H9S0,Nanog homeobox,Transcription factor,140,0.531,0.654,0.72022,0.04,,1,4,1,2016,2018
Alzheimer's Disease,C0002395,COASY,80347,Q13057,Coenzyme A synthase,Enzyme,125,0.551,0.654,0.00000000080903,0.04,,1,4,0,2010,2018
Alzheimer's Disease,C0002395,CALM3,808,P0DP23;P0DP24;P0DP25,calmodulin 3,Calcium-binding protein,215,0.485,0.846,0.92749,0.04,,1,4,0,1997,2019
Alzheimer's Disease,C0002395,CAMK2A,815,Q9UQM7,calcium/calmodulin dependent protein kinase II alpha,Kinase,87,0.612,0.538,0.99845,0.04,,1,4,6,2005,2019
Alzheimer's Disease,C0002395,MAP1LC3B,81631,Q9GZQ8,microtubule associated protein 1 light chain 3 beta,Cellular structure,167,0.506,0.846,0.0019065,0.04,,1,4,0,2014,2019
Alzheimer's Disease,C0002395,EBPL,84650,Q9BY08,EBP like,Enzyme,76,0.615,0.577,0.000078199,0.04,,0.75,4,0,2010,2019
Alzheimer's Disease,C0002395,OGT,8473,O15294,O-linked N-acetylglucosamine (GlcNAc) transferase,,66,0.626,0.731,1,0.04,,1,4,0,2009,2018
Alzheimer's Disease,C0002395,ATCAY,85300,Q86WG3,ATCAY kinesin light chain interacting caytaxin,,23,0.805,0.192,0.62076,0.04,,1,4,0,2002,2010
Alzheimer's Disease,C0002395,IRS2,8660,Q9Y4H2,insulin receptor substrate 2,,152,0.535,0.654,0.99032,0.04,,1,4,0,2012,2019
Alzheimer's Disease,C0002395,MBTPS1,8720,Q14703,"membrane bound transcription factor peptidase, site 1",Enzyme,148,0.532,0.692,0.0000000075901,0.04,,1,4,0,2017,2019
Alzheimer's Disease,C0002395,PABPC4,8761,Q13310,poly(A) binding protein cytoplasmic 4,,26,0.729,0.346,0.99905,0.04,,1,4,0,1999,2006
Alzheimer's Disease,C0002395,HDAC3,8841,O15379,histone deacetylase 3,Epigenetic regulator,179,0.511,0.731,0.56737,0.04,,1,4,0,2017,2018
Alzheimer's Disease,C0002395,MGAM,8972,O43451,maltase-glucoamylase,Enzyme,95,0.592,0.615,0.000000000000000000000000000000000010382,0.04,,1,4,0,2018,2019
Alzheimer's Disease,C0002395,WNT3A,89780,P56704,Wnt family member 3A,Signaling,141,0.532,0.769,0.96491,0.04,,1,4,0,2014,2019
Alzheimer's Disease,C0002395,SLC25A27,9481,O95847,solute carrier family 25 member 27,Transporter,22,0.711,0.423,0.00026907,0.04,,1,4,1,2016,2019
Alzheimer's Disease,C0002395,KLK4,9622,Q9Y5K2,kallikrein related peptidase 4,Enzyme,110,0.559,0.692,0.0000045377,0.04,,1,4,0,2001,2019
Alzheimer's Disease,C0002395,HDAC4,9759,P56524,histone deacetylase 4,Epigenetic regulator,256,0.484,0.885,1,0.04,,1,4,0,2013,2018
Alzheimer's Disease,C0002395,KEAP1,9817,Q14145,kelch like ECH associated protein 1,,251,0.475,0.808,0.00038766,0.04,,0.75,4,0,2010,2020
Alzheimer's Disease,C0002395,AD11,100188795,,Alzheimer disease-11,,20,0.722,0.462,,0.03,,1,3,0,2002,2011
Alzheimer's Disease,C0002395,CDK4,1019,P11802,cyclin dependent kinase 4,Kinase,433,0.412,0.808,0.062909,0.03,,1,3,0,1999,2012
Alzheimer's Disease,C0002395,GDF11,10220,O95390,growth differentiation factor 11,Signaling,86,0.584,0.692,0.97645,0.03,,1,3,0,2015,2018
Alzheimer's Disease,C0002395,GPHN,10243,Q9NQX3,gephyrin,,104,0.608,0.538,0.99998,0.03,,1,3,1,2008,2019
Alzheimer's Disease,C0002395,STUB1,10273,Q9UNE7,STIP1 homology and U-box containing protein 1,,155,0.544,0.692,0.018667,0.03,,1,3,0,2005,2019
Alzheimer's Disease,C0002395,LILRB2,10288,,leukocyte immunoglobulin like receptor B2,,56,0.623,0.615,0.000000000000012812,0.03,,1,3,0,2013,2018
Alzheimer's Disease,C0002395,AKR1A1,10327,P14550,aldo-keto reductase family 1 member A1,Enzyme,185,0.51,0.846,0.00000066621,0.03,,1,3,0,2004,2011
Alzheimer's Disease,C0002395,OLFM1,10439,Q99784,olfactomedin 1,Cellular structure,32,0.695,0.423,0.99679,0.03,,1,3,0,1998,2003
Alzheimer's Disease,C0002395,SLC9A6,10479,Q92581,solute carrier family 9 member A6,Transporter,210,0.516,0.846,0.99833,0.03,,1,3,0,2015,2018
Alzheimer's Disease,C0002395,CREB3,10488,O43889,cAMP responsive element binding protein 3,,39,0.663,0.654,0.000018489,0.03,,1,3,0,2001,2005
Alzheimer's Disease,C0002395,PITRM1,10531,Q5JRX3,pitrilysin metallopeptidase 1,Enzyme,11,0.821,0.308,0.0000000000000000000059266,0.03,,0.667,3,0,2010,2018
Alzheimer's Disease,C0002395,SCGN,10590,O76038,"secretagogin, EF-hand calcium binding protein",,34,0.695,0.5,0.000000000023395,0.03,,1,3,0,2019,2019
Alzheimer's Disease,C0002395,CXCR6,10663,O00574,C-X-C motif chemokine receptor 6,G-protein coupled receptor,325,0.448,0.885,0.000057212,0.03,,1,3,0,2011,2017
Alzheimer's Disease,C0002395,CETN1,1068,Q12798,centrin 1,Calcium-binding protein,82,0.584,0.654,0.21511,0.03,,1,3,0,2008,2018
Alzheimer's Disease,C0002395,NCKAP1,10787,Q9Y2A7,NCK associated protein 1,,28,0.722,0.538,1,0.03,,1,3,0,2000,2001
Alzheimer's Disease,C0002395,LOC107987479,107987479,,cytochrome P450 2D6,,76,0.597,0.769,,0.03,,1,3,0,2009,2014
Alzheimer's Disease,C0002395,CPLX2,10814,Q6PUV4,complexin 2,,22,0.736,0.231,0.52601,0.03,,1,3,0,2015,2020
Alzheimer's Disease,C0002395,EDAR,10913,Q9UNE0,ectodysplasin A receptor,,69,0.623,0.423,0.0000013242,0.03,,1,3,0,2017,2017
Alzheimer's Disease,C0002395,METAP2,10988,P50579,methionyl aminopeptidase 2,,78,0.593,0.769,0.0039908,0.03,,1,3,0,2012,2017
Alzheimer's Disease,C0002395,IMMT,10989,Q16891,inner membrane mitochondrial protein,,93,0.576,0.846,0.0133,0.03,,1,3,0,1998,2017
Alzheimer's Disease,C0002395,SDS,10993,P20132,serine dehydratase,Enzyme,139,0.534,0.769,0.00013923,0.03,,1,3,0,2017,2019
Alzheimer's Disease,C0002395,ADAP1,11033,O75689,ArfGAP with dual PH domains 1,,7,0.839,0.154,0.5333,0.03,,1,3,0,2002,2011
Alzheimer's Disease,C0002395,ADAM30,11085,Q9UKF2,ADAM metallopeptidase domain 30,Enzyme,3,0.89,0.192,,0.03,,1,3,0,2016,2019
Alzheimer's Disease,C0002395,CIT,11113,O14578,citron rho-interacting serine/threonine kinase,Kinase,127,0.555,0.692,0.9997,0.03,,1,3,0,2017,2020
Alzheimer's Disease,C0002395,CHGA,1113,P10645,chromogranin A,,218,0.49,0.808,0.030369,0.03,,1,3,0,2003,2018
Alzheimer's Disease,C0002395,CHRM1,1128,P11229,cholinergic receptor muscarinic 1,G-protein coupled receptor,68,0.653,0.577,0.99059,0.03,,1,3,1,2004,2017
Alzheimer's Disease,C0002395,CHRM2,1129,P08172,cholinergic receptor muscarinic 2,G-protein coupled receptor,91,0.585,0.615,0.18197,0.03,,1,3,0,2001,2008
Alzheimer's Disease,C0002395,CKB,1152,P12277,creatine kinase B,Kinase,73,0.608,0.615,0.2189,0.03,,1,3,0,1997,2019
Alzheimer's Disease,C0002395,CLK1,1195,P49759,CDC like kinase 1,Kinase,15,0.769,0.423,0.00000075962,0.03,,1,3,0,2014,2017
Alzheimer's Disease,C0002395,ATF2,1386,P15336,activating transcription factor 2,Transcription factor,122,0.551,0.808,0.99131,0.03,,1,3,0,2004,2005
Alzheimer's Disease,C0002395,CS,1431,O75390,citrate synthase,Enzyme,87,0.59,0.654,0.98402,0.03,,1,3,0,2019,2019
Alzheimer's Disease,C0002395,CSF1,1435,P09603,colony stimulating factor 1,,259,0.473,0.808,0.99634,0.03,,1,3,0,2006,2017
Alzheimer's Disease,C0002395,ADRA1A,148,P35348,adrenoceptor alpha 1A,G-protein coupled receptor,294,0.462,0.846,0.00000033722,0.03,,1,3,0,2011,2017
Alzheimer's Disease,C0002395,CTRL,1506,P40313,chymotrypsin like,Enzyme,76,0.599,0.846,0.0000000010976,0.03,,1,3,0,1997,2019
Alzheimer's Disease,C0002395,CTSS,1520,P25774,cathepsin S,Enzyme,131,0.539,0.731,0.34178,0.03,,1,3,0,1995,2018
Alzheimer's Disease,C0002395,ADRB1,153,P08588,adrenoceptor beta 1,G-protein coupled receptor,130,0.555,0.769,0.0000028786,0.03,,1,3,0,2004,2017
Alzheimer's Disease,C0002395,CYBB,1536,P04839,cytochrome b-245 beta chain,Ion channel,343,0.452,0.885,0.99904,0.03,,1,3,0,2006,2017
Alzheimer's Disease,C0002395,CYP17A1,1586,P05093,cytochrome P450 family 17 subfamily A member 1,,326,0.462,0.769,0.00026255,0.03,,1,3,2,2012,2016
Alzheimer's Disease,C0002395,SARDH,1757,Q9UL12,sarcosine dehydrogenase,Enzyme,166,0.523,0.846,0.00000000000000052689,0.03,,1,3,0,2017,2018
Alzheimer's Disease,C0002395,DMRT1,1761,Q9Y5R6,doublesex and mab-3 related transcription factor 1,,101,0.559,0.654,0.7387,0.03,,1,3,0,2015,2018
Alzheimer's Disease,C0002395,DNM2,1785,P50570,dynamin 2,Enzyme modulator,178,0.542,0.769,0.99998,0.03,,1,3,0,2008,2014
Alzheimer's Disease,C0002395,DNMT3B,1789,Q9UBC3,DNA methyltransferase 3 beta,,315,0.453,0.846,0.19964,0.03,,1,3,0,2014,2018
Alzheimer's Disease,C0002395,DRD3,1814,P35462,dopamine receptor D3,G-protein coupled receptor,199,0.529,0.692,0.0023694,0.03,,1,3,0,1998,2007
Alzheimer's Disease,C0002395,TSC22D3,1831,Q99576,TSC22 domain family member 3,,64,0.619,0.654,0.4339,0.03,,1,3,0,2017,2018
Alzheimer's Disease,C0002395,EDNRA,1909,P25101,endothelin receptor type A,G-protein coupled receptor,427,0.426,0.885,0.99158,0.03,,1,3,0,2011,2017
Alzheimer's Disease,C0002395,EGF,1950,P01133,epidermal growth factor,,774,0.357,0.923,0.000000000000000085294,0.03,,1,3,0,2015,2016
Alzheimer's Disease,C0002395,DCP1B,196513,Q8IZD4,decapping mRNA 1B,Transcription factor,14,0.792,0.269,0.00000000016028,0.03,,0.667,3,0,2002,2005
Alzheimer's Disease,C0002395,ENPEP,2028,Q07075,glutamyl aminopeptidase,Enzyme,117,0.564,0.731,0.00000000000000000000000000013878,0.03,,1,3,0,1997,2017
Alzheimer's Disease,C0002395,ERBB4,2066,Q15303,erb-b2 receptor tyrosine kinase 4,Kinase,317,0.455,0.846,0.99912,0.03,,1,3,0,2002,2017
Alzheimer's Disease,C0002395,AKT2,208,P31751,AKT serine/threonine kinase 2,Kinase,264,0.474,0.769,0.64432,0.03,,1,3,0,2017,2019
Alzheimer's Disease,C0002395,F2RL1,2150,P55085,F2R like trypsin receptor 1,G-protein coupled receptor,256,0.48,0.769,0.00014843,0.03,,1,3,0,2007,2019
Alzheimer's Disease,C0002395,F12,2161,P00748,coagulation factor XII,Enzyme,87,0.612,0.577,0.000000082526,0.03,,1,3,0,2017,2019
Alzheimer's Disease,C0002395,FAAH,2166,O00519,fatty acid amide hydrolase,,177,0.545,0.692,0.000000000044449,0.03,,1,3,0,2003,2018
Alzheimer's Disease,C0002395,FABP3,2170,P05413,fatty acid binding protein 3,,95,0.585,0.692,0.44326,0.03,,1,3,0,2003,2018
Alzheimer's Disease,C0002395,FAT1,2195,Q14517,FAT atypical cadherin 1,,178,0.508,0.808,0.0000000000011969,0.03,,1,3,0,2011,2019
Alzheimer's Disease,C0002395,FCGR3A,2214,P08637,Fc fragment of IgG receptor IIIa,Cell adhesion,352,0.432,0.962,0.0000036955,0.03,,1,3,0,2015,2018
Alzheimer's Disease,C0002395,FCGR3B,2215,O75015,Fc fragment of IgG receptor IIIb,Cell adhesion,291,0.452,0.962,0.00000030294,0.03,,1,3,0,2015,2018
Alzheimer's Disease,C0002395,FDPS,2224,P14324,farnesyl diphosphate synthase,Enzyme,83,0.599,0.769,0.0056199,0.03,,1,3,0,2007,2014
Alzheimer's Disease,C0002395,FGFR3,2261,P22607,fibroblast growth factor receptor 3,Kinase,654,0.391,0.846,0.000016432,0.03,,1,3,0,2008,2019
Alzheimer's Disease,C0002395,LMTK2,22853,Q8IWU2,lemur tyrosine kinase 2,Kinase,23,0.729,0.462,0.99978,0.03,,1,3,0,2018,2019
Alzheimer's Disease,C0002395,NLGN1,22871,Q8N2Q7,neuroligin 1,,32,0.705,0.385,0.85276,0.03,,1,3,0,2015,2019
Alzheimer's Disease,C0002395,SBNO2,22904,Q9Y2G9,strawberry notch homolog 2,Enzyme,41,0.663,0.538,0.0070655,0.03,,1,3,0,2011,2019
Alzheimer's Disease,C0002395,SHANK2,22941,Q9UPX8,SH3 and multiple ankyrin repeat domains 2,,49,0.663,0.385,0.00000084299,0.03,,1,3,0,2014,2018
Alzheimer's Disease,C0002395,PAXIP1,22976,Q6ZW49,PAX interacting protein 1,,15,0.769,0.269,1,0.03,,1,3,0,2005,2019
Alzheimer's Disease,C0002395,SPEN,23013,Q96T58,spen family transcriptional repressor,,49,0.644,0.654,1,0.03,,1,3,0,2008,2013
Alzheimer's Disease,C0002395,NCOA6,23054,Q14686,nuclear receptor coactivator 6,Nucleic acid binding,64,0.647,0.731,0.99913,0.03,,1,3,0,1991,2001
Alzheimer's Disease,C0002395,FLNA,2316,P21333,filamin A,,571,0.419,0.846,1,0.03,,0.667,3,0,1986,2017
Alzheimer's Disease,C0002395,DNMBP,23268,Q6XZF7,dynamin binding protein,,13,0.743,0.423,0.000000000000000057164,0.03,,0.667,3,2,2006,2015
Alzheimer's Disease,C0002395,NPTXR,23467,O95502,neuronal pentraxin receptor,,17,0.751,0.423,0.71597,0.03,,0.667,3,0,2015,2019
Alzheimer's Disease,C0002395,PRND,23627,Q9UKY0,prion like protein doppel,,27,0.751,0.192,0.012539,0.03,,1,3,0,2002,2012
Alzheimer's Disease,C0002395,PPP1R15A,23645,O75807,protein phosphatase 1 regulatory subunit 15A,,65,0.608,0.692,0.000000000002206,0.03,,1,3,0,2015,2017
Alzheimer's Disease,C0002395,CIZ1,25792,Q9ULV3,CDKN1A interacting zinc finger protein 1,,80,0.617,0.5,0.063172,0.03,,0.333,3,0,2008,2018
Alzheimer's Disease,C0002395,TPSG1,25823,Q9NRR2,tryptase gamma 1,Enzyme,53,0.638,0.5,0.0000000000000075883,0.03,,1,3,0,2017,2019
Alzheimer's Disease,C0002395,GGA1,26088,Q9UJY5,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",,2,0.931,0.154,0.99992,0.03,,0.667,3,0,2006,2014
Alzheimer's Disease,C0002395,GAS6,2621,Q14393,growth arrest specific 6,Extracellular structure,190,0.5,0.769,0.034477,0.03,,1,3,0,2017,2019
Alzheimer's Disease,C0002395,GC,2638,P02774,GC vitamin D binding protein,Transporter,219,0.489,0.885,0.000000000027301,0.03,,0.667,3,0,2018,2020
Alzheimer's Disease,C0002395,AATF,26574,Q9NY61,apoptosis antagonizing transcription factor,Transcription factor,44,0.641,0.731,0.0000000000025958,0.03,,1,3,0,2018,2019
Alzheimer's Disease,C0002395,GLB1,2720,P16278,galactosidase beta 1,Enzyme,385,0.448,0.808,0.00000000079215,0.03,,1,3,0,2014,2020
Alzheimer's Disease,C0002395,RBMS3,27303,Q6XE24,RNA binding motif single stranded interacting protein 3,,116,0.553,0.692,0.2128,0.03,,1,3,0,2018,2019
Alzheimer's Disease,C0002395,GLO1,2739,Q04760,glyoxalase I,,137,0.537,0.769,0.00000096718,0.03,,1,3,1,1984,2008
Alzheimer's Disease,C0002395,ANGPT1,284,Q15389,angiopoietin 1,Signaling,340,0.446,0.808,0.95208,0.03,,1,3,0,2016,2019
Alzheimer's Disease,C0002395,CISD3,284106,P0C7P0,CDGSH iron sulfur domain 3,,24,0.711,0.577,0.019823,0.03,,1,3,0,2008,2013
Alzheimer's Disease,C0002395,ANGPT2,285,O15123,angiopoietin 2,Signaling,457,0.41,0.846,0.83208,0.03,,1,3,0,2006,2017
Alzheimer's Disease,C0002395,GPR42,2866,O15529,G protein-coupled receptor 42 (gene/pseudogene),G-protein coupled receptor,255,0.475,0.846,0.050905,0.03,,1,3,0,2011,2017
Alzheimer's Disease,C0002395,GPX1,2876,P07203,glutathione peroxidase 1,Enzyme,290,0.458,0.923,0.000038518,0.03,,1,3,0,2010,2018
Alzheimer's Disease,C0002395,GRB2,2885,P62993,growth factor receptor bound protein 2,,122,0.546,0.769,0.93934,0.03,,1,3,0,2002,2017
Alzheimer's Disease,C0002395,GRIN1,2902,Q05586,glutamate ionotropic receptor NMDA type subunit 1,Ion channel,150,0.561,0.692,0.97629,0.03,,1,3,0,2000,2017
Alzheimer's Disease,C0002395,PYCARD,29108,Q9ULZ3,PYD and CARD domain containing,Enzyme,294,0.457,0.808,0.00019768,0.03,,1,3,0,2014,2017
Alzheimer's Disease,C0002395,CD274,29126,Q9NZQ7,CD274 molecule,Receptor,1011,0.324,0.923,0.01916,0.03,,1,3,0,2017,2019
